AccountID,Marketplace,ASIN,Start_Date,End_Date,ProductCost,Currency
A6XVUKTIG2TMF,Amazon.com,B09D3RH18B,2023-03-01,2029-08-15,8.75,USD
A6XVUKTIG2TMF,Amazon.com,B0779LGMMW,2020-01-01,2029-08-15,28,USD
A6XVUKTIG2TMF,Amazon.com,B0779KX3P4,2020-01-01,2029-08-15,28,USD
A6XVUKTIG2TMF,Amazon.com,B08BFQVZZW,2020-01-01,2029-08-15,6,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCVFI,2020-01-01,2029-08-15,6,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCX7O,2020-01-01,2029-08-15,8.75,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCYWI,2020-01-01,2029-08-15,8.75,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCY0U,2020-01-01,2029-08-15,8.75,USD
A6XVUKTIG2TMF,Amazon.com,B082MTC76T,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B082MV1CPY,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B07Y5P78H2,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B07Y5PGHL5,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B01MYNC845,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B01FRN61WA,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B01MTO2P7X,2020-01-01,2029-08-15,12,USD
A6XVUKTIG2TMF,Amazon.com,B0779HYKVH,2020-01-01,2029-08-15,28,USD
A6XVUKTIG2TMF,Amazon.com,B01BMVB3RY,2020-01-01,2029-08-15,28,USD
A6XVUKTIG2TMF,Amazon.com,B07959D7JT,2020-01-01,2029-08-15,31.5,USD
A6XVUKTIG2TMF,Amazon.com,B098WK887V,2020-01-01,2023-02-28,34.99,USD
A6XVUKTIG2TMF,Amazon.com,B095RNPYNX,2020-01-01,2023-02-28,34.99,USD
A6XVUKTIG2TMF,Amazon.com,B095RNJT2F,2020-01-01,2023-02-28,34.99,USD
A6XVUKTIG2TMF,Amazon.com,B099GJ51DD,2020-01-01,2023-02-28,34.99,USD
A6XVUKTIG2TMF,Amazon.com,B095RJ92DQ,2020-01-01,2023-02-28,34.99,USD
A6XVUKTIG2TMF,Amazon.com,B095RR7NGP,2020-01-01,2023-02-28,34.99,USD
A6XVUKTIG2TMF,Amazon.com,B092LL1VGC,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B092LNB54Z,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B092LQW1X6,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B092LPZYCS,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B092LJZ218,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B092LX297Q,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B08B476K1F,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B08B46SLQT,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B08B4651JV,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B09B9ZJJRH,2020-01-01,2023-02-28,24.99,USD
A6XVUKTIG2TMF,Amazon.com,B09B9Z31F3,2020-01-01,2023-02-28,24.99,USD
A6XVUKTIG2TMF,Amazon.com,B09BB2GY1S,2020-01-01,2023-02-28,24.99,USD
A6XVUKTIG2TMF,Amazon.com,B09B9ZHKZN,2020-01-01,2023-02-28,24.99,USD
A6XVUKTIG2TMF,Amazon.com,B0BF8S72K5,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B0BF8G4JDJ,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B0BF91L75G,2020-01-01,2023-02-28,20,USD
A6XVUKTIG2TMF,Amazon.com,B0BZ5TKL1Y,2020-01-01,2023-02-28,14,USD
A6XVUKTIG2TMF,Amazon.com,B0BFQQZ4RC,2020-01-01,2023-02-28,14,USD
A6XVUKTIG2TMF,Amazon.com,B0BZ5TJFCG,2020-01-01,2023-02-28,14,USD
A6XVUKTIG2TMF,Amazon.com,B0BFQ731H6,2020-01-01,2023-02-28,14,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCZ22,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCZW2,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B01FRLCWCK,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B092PHJVVQ,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B092PLWH1D,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B09D3RH18B,2020-01-01,2023-02-28,12,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BWBRXD,2000-01-01,3000-01-01,2.9,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BWRTG9,2000-01-01,3000-01-01,2.9,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BXM981,2000-01-01,3000-01-01,5.29,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BX3H7J,2000-01-01,3000-01-01,2.9,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BXSZ1M,2000-01-01,3000-01-01,2.9,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BYXPGD,2000-01-01,3000-01-01,2.9,USD
A6XVUKTIG2TMF,Amazon.com,B0D5BW8H48,2000-01-01,3000-01-01,5.29,USD
